trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
554,False,"{'a': 0.7, 'e': 0.0038185440687839418}",20,7,23.70921788362566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.7, 'e': 0.003780358628096102}",20,7,23.024571015361975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.7, 'e': 0.0037425550418151415}",25,10,25.270012469077376,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.7, 'e': 0.0037051294913969897}",20,0,30.850131691339083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.7, 'e': 0.00366807819648302}",25,17,15.620848209679334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.7, 'e': 0.0036313974145181895}",25,7,31.421107805255357,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.7, 'e': 0.003595083440373008}",20,12,14.623710214960818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.7, 'e': 0.003559132605969278}",35,18,33.16457638869275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.7, 'e': 0.003523541279909585}",20,3,31.464464418340572,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.7, 'e': 0.003488305867110489}",25,16,18.71187706356648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.7, 'e': 0.003453422808439384}",20,12,15.365609370380177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.7, 'e': 0.0034188885803549903}",25,17,17.640022579542297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.7, 'e': 0.0033846996945514404}",25,3,36.81516833664581,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.7, 'e': 0.003350852697605926}",20,6,28.834150164990728,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.7, 'e': 0.0033173441706298664}",25,3,39.12603549844052,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.7, 'e': 0.0032841707289235677}",20,6,21.781926640242016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.7, 'e': 0.003251329021634332}",20,1,29.51092443148998,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.7, 'e': 0.0032188157314179885}",25,7,-4.5735333202828325,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
572,False,"{'a': 0.7, 'e': 0.003186627574103809}",25,12,23.157228384628024,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.7, 'e': 0.0031547612983627705}",20,7,23.573984774559595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.7, 'e': 0.003123213685379143}",30,23,13.827955439981908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.7, 'e': 0.0030919815485253516}",20,9,23.40831446343104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.7, 'e': 0.003061061733040098}",25,7,32.66168259733967,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.7, 'e': 0.003030451115709697}",20,10,17.94564774493584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.7, 'e': 0.0030001466045526}",20,0,31.610075829115406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
579,False,"{'a': 0.7, 'e': 0.002970145138507074}",30,7,38.207410820603094,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.7, 'e': 0.002940443687122003}",25,13,20.914201701250835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.7, 'e': 0.002911039250250783}",20,14,10.858234323515012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.7, 'e': 0.0028819288577482754}",30,15,27.028569441325033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.7, 'e': 0.0028531095691707925}",25,12,22.05212128990043,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.7, 'e': 0.0028245784734790844}",30,15,28.708533087112077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.7, 'e': 0.0027963326887442937}",20,12,17.422406759742636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.7, 'e': 0.0027683693618568506}",20,9,21.420038411460588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.7, 'e': 0.002740685668238282}",25,8,26.84869194396539,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.7, 'e': 0.0027132788115558993}",20,8,21.27154593656897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.7, 'e': 0.0026861460234403403}",20,7,24.631472989089463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.7, 'e': 0.002659284563205937}",20,8,22.341150721208997,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.7, 'e': 0.0026326917175738774}",30,19,18.212646972738142,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.7, 'e': 0.0026063648003981387}",25,13,22.563054854427577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.7, 'e': 0.0025803011523941573}",20,8,22.55337737678084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.7, 'e': 0.0025544981408702158}",25,15,19.718811254920926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.7, 'e': 0.0025289531594615135}",25,16,17.167582259199925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.7, 'e': 0.0025036636278668984}",25,8,29.65758768592283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.7, 'e': 0.0024786269915882293}",20,12,17.96824279413321,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.7, 'e': 0.002453840721672347}",20,9,19.24118257564568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.7, 'e': 0.0024293023144556234}",25,3,37.48139025777777,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.7, 'e': 0.0024050092913110673}",25,5,34.74342028149408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.7, 'e': 0.0023809591983979567}",20,11,12.579989619290759,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.7, 'e': 0.002357149606413977}",30,14,28.517898550234687,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.7, 'e': 0.002333578110349837}",20,16,8.168586342277207,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.7, 'e': 0.0023102423292463386}",25,11,24.960656762863778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.7, 'e': 0.0022871399059538754}",20,0,29.14447346982375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
606,False,"{'a': 0.7, 'e': 0.0022642685068943367}",25,5,34.33869848824395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.7, 'e': 0.002241625821825393}",25,13,24.28610841613057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.7, 'e': 0.0022192095636071395}",25,11,25.506375607441107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.7, 'e': 0.002197017467971068}",20,10,16.49187089059074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.7, 'e': 0.002175047293291357}",20,9,21.47212628719502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.7, 'e': 0.002153296820358444}",30,11,31.19111516403476,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.7, 'e': 0.0021317638521548593}",25,9,30.923560022551488,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.7, 'e': 0.0021104462136333105}",20,9,22.663893191025576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.7, 'e': 0.0020893417514969773}",25,5,30.41991239600183,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.7, 'e': 0.0020684483339820075}",35,3,56.00206120404891,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.7, 'e': 0.0020477638506421875}",20,4,23.358104811690033,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.7, 'e': 0.0020272862121357657}",30,22,13.152947439947557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.7, 'e': 0.002007013350014408}",30,2,47.43482030259584,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.7, 'e': 0.0019869432165142637}",20,6,24.704333261732668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.7, 'e': 0.001967073784349121}",20,13,16.15306942909454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.7, 'e': 0.00194740304650563}",30,4,42.90312935546551,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.7, 'e': 0.0019279290160405737}",20,6,28.27383013390735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.7, 'e': 0.001908649725880168}",30,19,22.938381255894292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.7, 'e': 0.0018895632286213661}",25,14,21.460030592495276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.7, 'e': 0.0018706675963351526}",20,10,-3.0173355076704196,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
626,False,"{'a': 0.7, 'e': 0.001851960920371801}",25,14,21.071300600322907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.7, 'e': 0.001833441311168083}",25,13,22.18014745177398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.7, 'e': 0.0018151068980564022}",30,13,25.805517474216607,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.7, 'e': 0.001796955829075838}",30,24,11.31571497244475,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.7, 'e': 0.0017789862707850797}",25,11,29.070451856416458,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.7, 'e': 0.001761196408077229}",20,14,10.712832183987066,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.7, 'e': 0.0017435844439964566}",30,13,35.634417883145005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.7, 'e': 0.001726148599556492}",20,11,18.75717220304217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.7, 'e': 0.001708887113560927}",20,9,18.890384820239003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.7, 'e': 0.0016917982424253177}",25,17,15.905680934985378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.7, 'e': 0.0016748802600010646}",20,13,16.957299086740594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.7, 'e': 0.0016581314574010539}",25,5,31.18374105139141,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.7, 'e': 0.0016415501428270432}",25,0,38.38516235168709,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
639,False,"{'a': 0.7, 'e': 0.001625134641398773}",35,17,27.86779070176648,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.7, 'e': 0.001608883294984785}",20,12,16.607328353388922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.7, 'e': 0.0015927944620349372}",20,5,33.066028241615136,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.7, 'e': 0.0015768665174145879}",25,4,33.37704726308969,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.7, 'e': 0.001561097852240442}",30,16,22.186304844867863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.7, 'e': 0.0015454868737180376}",20,12,14.00672869111116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.7, 'e': 0.0015300320049808573}",20,8,22.37454590539013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.7, 'e': 0.0015147316849310486}",25,15,16.194729659973042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.7, 'e': 0.001499584368081738}",25,13,21.479646887310928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.7, 'e': 0.0014845885244009207}",35,20,27.99112233360092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.7, 'e': 0.0014697426391569114}",20,2,32.617876691585174,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.7, 'e': 0.0014550452127653423}",20,12,15.014384946400703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.7, 'e': 0.001440494760637689}",20,16,9.128413271224003,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.7, 'e': 0.001426089813031312}",35,9,44.167997961352455,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.7, 'e': 0.0014118289149009989}",20,11,9.548393885358436,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.7, 'e': 0.0013977106257519888}",30,10,39.68812180148167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.7, 'e': 0.001383733519494469}",30,22,16.88612209028418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.7, 'e': 0.0013698961842995242}",20,8,25.746584028533974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.7, 'e': 0.001356197222456529}",20,7,25.314231305514724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.7, 'e': 0.0013426352502319636}",25,13,22.394750147025942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.7, 'e': 0.001329208897729644}",20,10,20.362744856023436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.7, 'e': 0.0013159168087523475}",30,0,52.054877859088,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
661,False,"{'a': 0.7, 'e': 0.0013027576406648242}",20,2,24.403904638207393,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.7, 'e': 0.0012897300642581758}",20,7,19.08816313087796,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.7, 'e': 0.001276832763615594}",25,0,37.19887703780502,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,False,"{'a': 0.7, 'e': 0.0012640644359794382}",20,0,30.97494369448027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
665,False,"{'a': 0.7, 'e': 0.0012514237916196437}",25,20,8.346144729082164,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.7, 'e': 0.0012389095537034473}",25,17,13.909689489131162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.7, 'e': 0.0012265204581664128}",25,18,12.970234254277134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.7, 'e': 0.0012142552535847487}",20,12,15.866621753065674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.7, 'e': 0.0012021127010489012}",30,2,42.53781405678993,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.7, 'e': 0.0011900915740384122}",30,18,23.151399351485495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.7, 'e': 0.001178190658298028}",25,15,19.705637763826175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.7, 'e': 0.0011664087517150477}",25,7,29.64940447034687,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.7, 'e': 0.0011547446641978973}",25,13,22.540670252047278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.7, 'e': 0.0011431972175559183}",30,14,32.648542703567365,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.7, 'e': 0.0011317652453803591}",20,14,11.32651135678478,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.7, 'e': 0.0011204475929265554}",35,15,39.467604778779176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.7, 'e': 0.0011092431169972899}",25,13,23.206643404077628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.7, 'e': 0.001098150685827317}",30,16,25.72114099841849,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.7, 'e': 0.0010871691789690438}",20,13,10.86008590819842,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.7, 'e': 0.0010762974871793534}",20,16,10.701703238823562,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.7, 'e': 0.0010655345123075598}",35,23,23.35108231348384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.7, 'e': 0.0010548791671844842}",20,6,22.72983986965036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.7, 'e': 0.0010443303755126394}",20,12,13.621918041153801,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.7, 'e': 0.001033887071757513}",20,14,10.77113513171305,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.7, 'e': 0.0010235482010399377}",20,8,25.28975557770031,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.7, 'e': 0.0010133127190295385}",25,10,29.172205051300452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.7, 'e': 0.001003179591839243}",20,6,25.371756683666685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.7, 'e': 0.0009931477959208507}",20,16,7.579244505241109,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.7, 'e': 0.0009832163179616421}",25,20,10.668810873518591,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.7, 'e': 0.0009733841547820256}",25,0,25.506201057279416,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
691,False,"{'a': 0.7, 'e': 0.0009636503132342054}",25,5,31.02843906744686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.7, 'e': 0.0009540138101018634}",20,11,15.69739189041795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.7, 'e': 0.0009444736720008447}",20,0,31.250151476698687,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.7, 'e': 0.0009350289352808363}",20,10,23.250395577041903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.7, 'e': 0.0009256786459280278}",35,19,27.577679855939312,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.7, 'e': 0.0009164218594687476}",25,3,36.278139923561234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.7, 'e': 0.0009072576408740601}",25,11,29.76230645625196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.7, 'e': 0.0008981850644653195}",20,0,31.083649196455344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.7, 'e': 0.0008892032138206663}",30,16,26.47152930509318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.7, 'e': 0.0008803111816824596}",30,20,17.912357446964055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.7, 'e': 0.000871508069865635}",35,25,16.64581153244937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.7, 'e': 0.0008627929891669786}",20,7,25.158647689254952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.7, 'e': 0.0008541650592753089}",30,19,23.108210027873675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.7, 'e': 0.0008456234086825558}",30,21,15.09645509894943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.7, 'e': 0.0008371671745957302}",20,14,12.143932930388331,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.7, 'e': 0.0008287955028497729}",20,12,16.445996858634786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.7, 'e': 0.0008205075478212752}",20,8,21.79036649698233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.7, 'e': 0.0008123024723430624}",20,13,10.566529070324924,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.7, 'e': 0.0008041794476196318}",20,7,18.627787660801225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.7, 'e': 0.0007961376531434354}",25,7,30.3632548429491,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.7, 'e': 0.0007881762766120011}",30,8,41.463344071755145,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.7, 'e': 0.000780294513845881}",30,8,-4.306060436517129,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
713,False,"{'a': 0.7, 'e': 0.0007724915687074222}",25,18,12.54110841465547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.7, 'e': 0.000764766653020348}",30,3,44.278721344265705,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.7, 'e': 0.0007571189864901445}",20,8,19.656564954621324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.7, 'e': 0.000749547796625243}",20,8,21.52120351957011,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.7, 'e': 0.0007420523186589907}",30,15,25.366264581412715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.7, 'e': 0.0007346317954724008}",30,18,22.583486154013585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.7, 'e': 0.0007272854775176767}",25,5,38.62352514281693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.7, 'e': 0.0007200126227424999}",30,21,16.25682196116552,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.7, 'e': 0.0007128124965150749}",25,9,33.83425654701008,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.7, 'e': 0.0007056843715499242}",20,0,29.422505505446406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
723,False,"{'a': 0.7, 'e': 0.0006986275278344249}",30,17,30.12109626287264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.7, 'e': 0.0006916412525560807}",25,15,17.936411551087104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.7, 'e': 0.0006847248400305198}",20,12,12.43592010586509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.7, 'e': 0.0006778775916302147}",20,2,30.688021079493154,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.7, 'e': 0.0006710988157139125}",30,10,37.28016409160855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.7, 'e': 0.0006643878275567733}",25,5,35.33542263031931,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.7, 'e': 0.0006577439492812056}",30,8,40.35557732435484,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.7, 'e': 0.0006511665097883936}",20,16,8.70967657674857,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.7, 'e': 0.0006446548446905096}",20,4,32.49883740948509,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.7, 'e': 0.0006382082962436045}",20,8,24.994458926626002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.7, 'e': 0.0006318262132811685}",25,12,24.580691721806826,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.7, 'e': 0.0006255079511483568}",25,13,22.695218564688528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.7, 'e': 0.0006192528716368732}",20,14,12.103109110334394,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.7, 'e': 0.0006130603429205045}",35,0,54.888342486235146,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
737,False,"{'a': 0.7, 'e': 0.0006069297394912994}",20,8,22.857233676647137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
